tensor_name,shape,dtype,source_file
llm.model.layers.6.input_layernorm.weight,[2560],torch.bfloat16,model-00001-of-00002.safetensors
llm.model.layers.6.mlp.down_proj.weight,"[2560, 10240]",torch.bfloat16,model-00001-of-00002.safetensors
llm.model.layers.6.mlp.gate_proj.weight,"[10240, 2560]",torch.bfloat16,model-00001-of-00002.safetensors
llm.model.layers.6.mlp.up_proj.weight,"[10240, 2560]",torch.bfloat16,model-00001-of-00002.safetensors
llm.model.layers.6.post_attention_layernorm.weight,[2560],torch.bfloat16,model-00001-of-00002.safetensors
llm.model.layers.6.self_attn.k_proj.weight,"[256, 2560]",torch.bfloat16,model-00001-of-00002.safetensors
llm.model.layers.6.self_attn.o_proj.weight,"[2560, 4096]",torch.bfloat16,model-00001-of-00002.safetensors
llm.model.layers.6.self_attn.q_proj.weight,"[4096, 2560]",torch.bfloat16,model-00001-of-00002.safetensors
llm.model.layers.6.self_attn.v_proj.weight,"[256, 2560]",torch.bfloat16,model-00001-of-00002.safetensors
llm.model.layers.7.input_layernorm.weight,[2560],torch.bfloat16,model-00001-of-00002.safetensors
llm.model.layers.7.mlp.down_proj.weight,"[2560, 10240]",torch.bfloat16,model-00001-of-00002.safetensors
llm.model.layers.7.mlp.gate_proj.weight,"[10240, 2560]",torch.bfloat16,model-00001-of-00002.safetensors
llm.model.layers.7.mlp.up_proj.weight,"[10240, 2560]",torch.bfloat16,model-00001-of-00002.safetensors
llm.model.layers.7.post_attention_layernorm.weight,[2560],torch.bfloat16,model-00001-of-00002.safetensors
llm.model.layers.7.self_attn.k_proj.weight,"[256, 2560]",torch.bfloat16,model-00001-of-00002.safetensors
llm.model.layers.7.self_attn.o_proj.weight,"[2560, 4096]",torch.bfloat16,model-00001-of-00002.safetensors
llm.model.layers.7.self_attn.q_proj.weight,"[4096, 2560]",torch.bfloat16,model-00001-of-00002.safetensors
llm.model.layers.7.self_attn.v_proj.weight,"[256, 2560]",torch.bfloat16,model-00001-of-00002.safetensors
llm.model.layers.8.input_layernorm.weight,[2560],torch.bfloat16,model-00001-of-00002.safetensors
llm.model.layers.8.mlp.down_proj.weight,"[2560, 10240]",torch.bfloat16,model-00001-of-00002.safetensors
llm.model.layers.8.mlp.gate_proj.weight,"[10240, 2560]",torch.bfloat16,model-00001-of-00002.safetensors
llm.model.layers.8.mlp.up_proj.weight,"[10240, 2560]",torch.bfloat16,model-00001-of-00002.safetensors
llm.model.layers.8.post_attention_layernorm.weight,[2560],torch.bfloat16,model-00001-of-00002.safetensors
llm.model.layers.8.self_attn.k_proj.weight,"[256, 2560]",torch.bfloat16,model-00001-of-00002.safetensors
llm.model.layers.8.self_attn.o_proj.weight,"[2560, 4096]",torch.bfloat16,model-00001-of-00002.safetensors
llm.model.layers.8.self_attn.q_proj.weight,"[4096, 2560]",torch.bfloat16,model-00001-of-00002.safetensors
llm.model.layers.8.self_attn.v_proj.weight,"[256, 2560]",torch.bfloat16,model-00001-of-00002.safetensors
llm.model.layers.9.input_layernorm.weight,[2560],torch.bfloat16,model-00001-of-00002.safetensors
llm.model.layers.9.mlp.down_proj.weight,"[2560, 10240]",torch.bfloat16,model-00001-of-00002.safetensors
llm.model.layers.9.mlp.gate_proj.weight,"[10240, 2560]",torch.bfloat16,model-00001-of-00002.safetensors
llm.model.layers.9.mlp.up_proj.weight,"[10240, 2560]",torch.bfloat16,model-00001-of-00002.safetensors
llm.model.layers.9.post_attention_layernorm.weight,[2560],torch.bfloat16,model-00001-of-00002.safetensors
llm.model.layers.9.self_attn.k_proj.weight,"[256, 2560]",torch.bfloat16,model-00001-of-00002.safetensors
llm.model.layers.9.self_attn.o_proj.weight,"[2560, 4096]",torch.bfloat16,model-00001-of-00002.safetensors
llm.model.layers.9.self_attn.q_proj.weight,"[4096, 2560]",torch.bfloat16,model-00001-of-00002.safetensors
llm.model.layers.9.self_attn.v_proj.weight,"[256, 2560]",torch.bfloat16,model-00001-of-00002.safetensors
llm.model.norm.weight,[2560],torch.bfloat16,model-00002-of-00002.safetensors
resampler.attn.in_proj_bias,[7680],torch.bfloat16,model-00002-of-00002.safetensors
resampler.attn.in_proj_weight,"[7680, 2560]",torch.bfloat16,model-00002-of-00002.safetensors
resampler.attn.out_proj.bias,[2560],torch.bfloat16,model-00002-of-00002.safetensors
resampler.attn.out_proj.weight,"[2560, 2560]",torch.bfloat16,model-00002-of-00002.safetensors
resampler.kv_proj.weight,"[2560, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
resampler.ln_kv.bias,[2560],torch.bfloat16,model-00002-of-00002.safetensors
resampler.ln_kv.weight,[2560],torch.bfloat16,model-00002-of-00002.safetensors
resampler.ln_post.bias,[2560],torch.bfloat16,model-00002-of-00002.safetensors
resampler.ln_post.weight,[2560],torch.bfloat16,model-00002-of-00002.safetensors
resampler.ln_q.bias,[2560],torch.bfloat16,model-00002-of-00002.safetensors
resampler.ln_q.weight,[2560],torch.bfloat16,model-00002-of-00002.safetensors
resampler.proj,"[2560, 2560]",torch.bfloat16,model-00002-of-00002.safetensors
resampler.query,"[64, 2560]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.embeddings.patch_embedding.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.embeddings.patch_embedding.weight,"[1152, 3, 14, 14]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.embeddings.position_embedding.weight,"[4900, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.0.layer_norm1.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.0.layer_norm1.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.0.layer_norm2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.0.layer_norm2.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.0.mlp.fc1.bias,[4304],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.0.mlp.fc1.weight,"[4304, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.0.mlp.fc2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.0.mlp.fc2.weight,"[1152, 4304]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.0.self_attn.k_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.0.self_attn.k_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.0.self_attn.out_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.0.self_attn.out_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.0.self_attn.q_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.0.self_attn.q_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.0.self_attn.v_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.0.self_attn.v_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.1.layer_norm1.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.1.layer_norm1.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.1.layer_norm2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.1.layer_norm2.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.1.mlp.fc1.bias,[4304],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.1.mlp.fc1.weight,"[4304, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.1.mlp.fc2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.1.mlp.fc2.weight,"[1152, 4304]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.1.self_attn.k_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.1.self_attn.k_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.1.self_attn.out_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.1.self_attn.out_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.1.self_attn.q_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.1.self_attn.q_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.1.self_attn.v_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.1.self_attn.v_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.10.layer_norm1.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.10.layer_norm1.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.10.layer_norm2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.10.layer_norm2.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.10.mlp.fc1.bias,[4304],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.10.mlp.fc1.weight,"[4304, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.10.mlp.fc2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.10.mlp.fc2.weight,"[1152, 4304]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.10.self_attn.k_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.10.self_attn.k_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.10.self_attn.out_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.10.self_attn.out_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.10.self_attn.q_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.10.self_attn.q_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.10.self_attn.v_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.10.self_attn.v_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.11.layer_norm1.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.11.layer_norm1.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.11.layer_norm2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.11.layer_norm2.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.11.mlp.fc1.bias,[4304],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.11.mlp.fc1.weight,"[4304, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.11.mlp.fc2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.11.mlp.fc2.weight,"[1152, 4304]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.11.self_attn.k_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.11.self_attn.k_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.11.self_attn.out_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.11.self_attn.out_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.11.self_attn.q_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.11.self_attn.q_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.11.self_attn.v_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.11.self_attn.v_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.12.layer_norm1.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.12.layer_norm1.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.12.layer_norm2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.12.layer_norm2.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.12.mlp.fc1.bias,[4304],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.12.mlp.fc1.weight,"[4304, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.12.mlp.fc2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.12.mlp.fc2.weight,"[1152, 4304]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.12.self_attn.k_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.12.self_attn.k_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.12.self_attn.out_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.12.self_attn.out_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.12.self_attn.q_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.12.self_attn.q_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.12.self_attn.v_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.12.self_attn.v_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.13.layer_norm1.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.13.layer_norm1.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.13.layer_norm2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.13.layer_norm2.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.13.mlp.fc1.bias,[4304],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.13.mlp.fc1.weight,"[4304, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.13.mlp.fc2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.13.mlp.fc2.weight,"[1152, 4304]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.13.self_attn.k_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.13.self_attn.k_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.13.self_attn.out_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.13.self_attn.out_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.13.self_attn.q_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.13.self_attn.q_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.13.self_attn.v_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.13.self_attn.v_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.14.layer_norm1.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.14.layer_norm1.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.14.layer_norm2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.14.layer_norm2.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.14.mlp.fc1.bias,[4304],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.14.mlp.fc1.weight,"[4304, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.14.mlp.fc2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.14.mlp.fc2.weight,"[1152, 4304]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.14.self_attn.k_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.14.self_attn.k_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.14.self_attn.out_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.14.self_attn.out_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.14.self_attn.q_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.14.self_attn.q_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.14.self_attn.v_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.14.self_attn.v_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.15.layer_norm1.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.15.layer_norm1.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.15.layer_norm2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.15.layer_norm2.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.15.mlp.fc1.bias,[4304],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.15.mlp.fc1.weight,"[4304, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.15.mlp.fc2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.15.mlp.fc2.weight,"[1152, 4304]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.15.self_attn.k_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.15.self_attn.k_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.15.self_attn.out_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.15.self_attn.out_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.15.self_attn.q_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.15.self_attn.q_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.15.self_attn.v_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.15.self_attn.v_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.16.layer_norm1.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.16.layer_norm1.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.16.layer_norm2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.16.layer_norm2.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.16.mlp.fc1.bias,[4304],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.16.mlp.fc1.weight,"[4304, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.16.mlp.fc2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.16.mlp.fc2.weight,"[1152, 4304]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.16.self_attn.k_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.16.self_attn.k_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.16.self_attn.out_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.16.self_attn.out_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.16.self_attn.q_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.16.self_attn.q_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.16.self_attn.v_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.16.self_attn.v_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.17.layer_norm1.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.17.layer_norm1.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.17.layer_norm2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.17.layer_norm2.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.17.mlp.fc1.bias,[4304],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.17.mlp.fc1.weight,"[4304, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.17.mlp.fc2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.17.mlp.fc2.weight,"[1152, 4304]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.17.self_attn.k_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.17.self_attn.k_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.17.self_attn.out_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.17.self_attn.out_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.17.self_attn.q_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.17.self_attn.q_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.17.self_attn.v_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.17.self_attn.v_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.18.layer_norm1.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.18.layer_norm1.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.18.layer_norm2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.18.layer_norm2.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.18.mlp.fc1.bias,[4304],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.18.mlp.fc1.weight,"[4304, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.18.mlp.fc2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.18.mlp.fc2.weight,"[1152, 4304]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.18.self_attn.k_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.18.self_attn.k_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.18.self_attn.out_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.18.self_attn.out_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.18.self_attn.q_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.18.self_attn.q_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.18.self_attn.v_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.18.self_attn.v_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.19.layer_norm1.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.19.layer_norm1.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.19.layer_norm2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.19.layer_norm2.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.19.mlp.fc1.bias,[4304],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.19.mlp.fc1.weight,"[4304, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.19.mlp.fc2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.19.mlp.fc2.weight,"[1152, 4304]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.19.self_attn.k_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.19.self_attn.k_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.19.self_attn.out_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.19.self_attn.out_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.19.self_attn.q_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.19.self_attn.q_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.19.self_attn.v_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.19.self_attn.v_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.2.layer_norm1.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.2.layer_norm1.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.2.layer_norm2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.2.layer_norm2.weight,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.2.mlp.fc1.bias,[4304],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.2.mlp.fc1.weight,"[4304, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.2.mlp.fc2.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.2.mlp.fc2.weight,"[1152, 4304]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.2.self_attn.k_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.2.self_attn.k_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.2.self_attn.out_proj.bias,[1152],torch.bfloat16,model-00002-of-00002.safetensors
vpm.encoder.layers.2.self_attn.out_proj.weight,"[1152, 1152]",torch.bfloat16,model-00002-of-00002.safetensors
